id,en,vi,wordClass
2784,heaven,thiên đường,n
2785,tomato,cà chua,n
2786,only,"chỉ có 1,duy nhất",adj
2787,only,"chỉ,mới",adv
2788,city,thành phố,n
2789,slowly,"một cách chậm chạp,chậm dần",adv
2790,nevertheless,"tuy nhiên,tuy thế mà",adv
2791,deliberate,"thận trọng,có tính toán,chủ tâm",adj
2792,bore,"buồn chán,buồn tẻ",v
2793,total,"tổng cộng,toàn bộ",adj
2794,total,"tổng số,toàn bộ số lượng",n
2795,generously,"rộng lượng,hào phóng",adv
2796,marry,"cưới,lấy",v
2797,then,"khi đó,lúc đó",adv
2798,affair,việc,n
2799,calmly,"yên lặng,êm ả",adv
2800,peace,"hòa bình,sự hòa thuận",n
2801,mixture,"sự pha trộn,sự hỗn hợp",n
2802,kid,"con dê non,đứa trẻ con",n
2803,provide,"chuẩn bị đầy đủ,dự phòng",v
2804,promotion,"sự thăng chức,sự thăng cấp",n
2805,rich,"giàu,giàu có",adj
2806,boil,"sôi,luộc",v
2807,litre,lít,n
2808,atmosphere,khí quyển,n
2809,procedure,thủ tục,n
2810,account,"tài khoản,kế toán",n
2811,account,"tính toán,tính đến",v
2812,odd,"kỳ quặc,kỳ cục",adj
2813,executive,"sự thi hành,chấp hành",n
2814,executive,"sự thi hành,chấp hành",adj
2815,prospect,"viễn cảnh,toàn cảnh",n
2816,characteristic,"riêng,riêng biệt,đặc trưng",adj
2817,damp,"ẩm,ẩm ướt",adj
2818,knitted,"được đan,được thêu",adj
2819,acceptable,"có thể chấp nhận,chấp thuận",adj
2820,basic,"cơ bản,cơ sở",adj
2821,uncontrolled,"không bị kiềm chế,không bị kiểm tra",adj
2822,chapter,chương,n
2823,potential,tiềm năng,adj
2824,potential,"khả năng,tiềm lực",n
2825,shot,"đạn,viên đạn",n
2826,big,"to,lớn",adj
2827,approve of,"tán thành,đồng ý",v
2828,prayer,sự cầu nguyện,n
2829,disturbing,xáo trộn,adj
2830,deliver,"cứu khỏi,thoát khỏi,bày tỏ",v
2831,polite,"lễ phép,lịch sự",adj
2832,cookie,bánh quy,n
2833,resort,"kế sách,phương kế",n
2834,apart,"về một bên,qua một bên",adv
2835,explain,"giải nghĩa,giải thích",v
2836,white,trắng,adj
2837,white,màu trắng,n
2838,arms,"vũ khí,binh giới",n
2839,disgusting,"làm ghê tởm,kinh tởm",adj
2840,scientist,nhà khoa học,n
2841,payment,"sự trả tiền,số tiền trả",n
2842,exciting,"hứng thú,thú vị",adj
2843,temperature,nhiệt độ,n
2844,quickly,nhanh,adv
2845,moreover,"hơn nữa,ngoài ra",adv
2846,political,"về chính trị,về chính phủ",adj
2847,jelly,thạch,n
2848,prepared,đã được chuẩn bị,adj
2849,spot,"dấu,đốm",n
2850,slide,"trượtc,chuyển động nhẹ",v
2851,supply,"sự cung cấp,nguồn cung cấp",n
2852,supply,"cung cấp,đáp ứng",v
2853,crisis,"sự khủng hoảng,cơn khủng hoảng",n
2854,rush,"xông lên,lao vào",v
2855,rush,"sự xông lên,sự lao vào",n
2856,suffer,"chịu đựng,chịu thiệt hại",v
2857,dead,"chết,tắt",adj
2858,substance,chất liệu,n
2859,net,"lưới,mạng",n
2860,thank,cám ơn,v
2861,reward,"sự thưởng,phần thưởng",n
2862,reward,"thưởng,thưởng công",v
2863,knitting,việc đan,n
2864,disapproving,phản đối,adj
2865,totally,hoàn toàn,adv
2866,triangle,hình tam giác,n
2867,publication,sự công bố,n
2868,cheat,"lừa,lừa đảo",v
2869,cheat,"trò lừa đảo,trò gian lận",n
2870,manufacturing,"sự sản xuất,sự chế tạo",n
2871,suitcase,va li,n
2872,frightened,"hoảng sợ,khiếp sợ",adj
2873,impatiently,"nóng lòng,sốt ruột",adv
2874,pan,"xoong,chảo",n
2875,map,bản đồ,n
2876,decide,"quyết định,giải quyết",v
2877,kindness,"sự tử tế,lòng tốt",n
2878,challenge,"sự thử thách,sự thách thức",n
2879,challenge,"thách thức,thử thách",v
2880,swallow,"nuốt,nuốt chửng",v
2881,fry,"rán,chiên",v
2882,fry,thịt rán,n
2883,destroy,"phá,phá hoại,phá huỷ",v
2884,fuel,"chất đốt,nhiên liệu",n
2885,media,phương tiện truyền thông đại chúng,n
2886,century,thế kỷ,n
2887,time,"thời gian,thì giờ",n
2888,broadly,"rộng,rộng rãi",adv
2889,sock,"tất ngắn,miếng lót giày",n
2890,underwater,"ở dưới mặt nước,dưới mặt nước",adj
2891,stiff,"cứng,cứng rắn",adj
2892,twice,hai lần,adv
2893,cold,"lạnh,sự lạnh lẽo",adj
2894,hurry,"sự vội vàng,sự gấp rút",v
2895,rather,"thà.. còn hơn,thích... hơn",adv
2896,rubber,cao su,n
2897,pause,"tạm nghỉ,dừng",v
2898,pause,"sự tạm nghỉ,sự tạm ngừng",n
2899,complicate,"làm phức tạp,rắc rối",v
2900,socially,có tính xã hội,adv
2901,virus,vi rút,n
2902,religion,tôn giáo,n
2903,cry,"khóc,kêu la",v
2904,cry,"sự khóc,tiếng khóc",n
2905,empire,"đế chế,đế quốc",n
2906,unlucky,"không gặp may,bất hạnh",adj
2907,surround,"vây quanh,bao quanh",v
2908,exercise,"bài tập,sự thi hành",n
2909,exercise,"làm,thi hành",v
2910,professor,"giáo sư,giảng viên",n
2911,quarter,"1/4,15 phút",n
2912,convince,"làm cho tin,thuyết phục",v
2913,lay,"xếp,đặt",v
2914,noise,"tiếng ồn,sự huyên náo",n
2915,hook,cái móc,n
2916,switch,"công tắc,roi",n
2917,switch,"tắt,bật,đánh bằng gậy",v
2918,throughout,"khắp nơi,từ đầu đến cuối",adv
2919,publishing,"công việc,nghề xuất bản",n
2920,transfer,"dời,di chuyển",v
2921,transfer,"sự di chuyển,sự dời chỗ",n
2922,show,"biểu diễn,trưng bày",v
2923,show,"sự biểu diễn,sự bày tỏ",n
2924,culture,"văn hóa,sự mở mang",n
2925,party,"tiệc,buổi liên hoan",n
2926,relaxing,"làm giảm,bớt căng thẳng",adj
2927,well known,"nổi tiếng,được nhiều người biết đến",adj
2928,advertise,"báo cho biết,báo cho biết trước",v
2929,steer,"hướng theo",v
2931,relate,"kể lại,thuật lại",v
2932,pleasure,"niềm vui thích,điều thích thú",n
2933,disease,"căn bệnh,bệnh tật",n
2934,carelessly,"cẩu thả,bất cẩn",adv
2935,partly,"đến chừng mực nào đó,phần nào đó",adv
2936,ensure,"bảo đảm,chắc chắn",v
2937,career,"nghề nghiệp,sự nghiệp",n
2938,outdoor,"ngoài trời,ở ngoài",adj
2939,because,"bởi vì,vì",conj
2940,equal,"ngang,bằng",n
2941,equal,"người ngang hàng,ngang tài",v
2942,selection,"sự lựa chọn,sự chọc lọc",n
2943,off,tắt,adv
2944,off,"khỏi,cách",prep
2945,nest,"tổ,ổ",n
2946,nest,làm tổ,v
2947,jam,mứt,n
2948,trick,"mưu mẹo,thủ đoạn",n
2949,trick,"lừa,lừa gạt",v
2950,emphasis,"sự nhấn mạnh,tầm quan trọng",n
2951,scientific,"khoa học,có tính khoa học",adj
2952,frame,"cấu trúc,hệ thống",n
2953,frame,"dàn xếp,bố trí",v
2954,publicly,"công khai,công cộng",adv
2955,decay,"tình trạng suy tàn,suy sụp",n
2956,sadly,"một cách buồn bã,đáng buồn là",adv
2957,quietly,"lặng,yên lặng",adv
2958,decrease,"giảm bớt,làm suy giảm,sự giảm đi",v
2959,origin,"gốc,nguồn gốc",n
2960,encounter,"chạm chán,bắt gặp",v
2961,encounter,"sự chạm trán,sự bắt gặp",n
2962,sauce,"nước xốt,nước chấm",n
2963,deposit,"vật gửi,tiền gửi",n
2964,deposit,"gửi,đặt cọc",v
2965,instead,để thay thế,adv
2966,politics,"họat động chính trị,đời sống chính trị",n
2967,atom,nguyên tử,n
2968,reform,"cải cách,cải thiện",v
2969,reform,"sự cải cách,sự cải thiện",n
2970,honestly,"lương thiện,trung thực",adj
2971,series,"loạt,dãy",n
2972,split,"chẻ,tách",v
2973,split,"sự chẻ,sự tách",n
2974,source,nguồn,n
2975,day,"ngày,ban ngày",n
2976,strong,"khỏe,mạnh,bền",adj
2977,ignore,"phớt lờ,tỏ ra không biết đến",v
2978,capable of,"có tài,có năng lực",adj
2979,insult,"lăng mạ,xỉ nhục",v
2980,insult,"lời lăng mạ,sự xỉ nhục",n
2981,temporarily,"tính chất tạm thời,nhất thời",adv
2982,separately,"không cùng nhau,thành người riêng",adv
2983,regularly,"đều đặn,thường xuyên",adv
2984,illness,"sự đau yếu,ốm",n
2985,cheaply,"rẻ,rẻ tiền",adv
2986,crop,vụ mùa,n
2987,business,"việc buôn bán,thương mại",n
2988,concentration,"sự tập trung,nơi tập trung",n
2989,unemployment,"sự thất nghiệp,nạn thất nghiệp",n
2990,surface,"mặt,bề mặt",n
2991,unsteady,"không đúng mực,không chắc",adj
2992,meat,thịt,n
2993,sewing,"sự khâu,sự may vá",n
2994,absent,"vắng mặt,nghỉ",adj
2995,hairdresser,thợ làm tóc,n
2996,farm,trang trại,n
2997,comedy,hài kịch,n
2998,afternoon,buổi chiều,n
2999,price,giá,n
3000,butter,bơ,n
3001,final,"cuối cùng,cuộc đấu chung kết",adj
3002,suitable,"hợp,phù hợp",adj
3003,swimming pool,bể nước,n
3004,cash,"tiền,tiền mặt",n
3005,reject,"không chấp nhận,loại bỏ",v
3006,alive,"sống,vẫn còn sống",adj
3007,including,"bao gồm,kể cả",prep
3008,question,câu hỏi,n
3009,question,"hỏi,chất vấn",v
3010,dozen,det. tá,n
3011,community,"dân chúng,nhân dân",n
3012,trade,"thương mại,buôn bán",n
3013,trade,"buôn bán,trao đổi",v
3014,wave,"sóng,gợn nước",n
3015,wave,"gợn sóng,uốn thành sóng",v
3016,except,"trừ ra,không kể",prep
3017,except,trừ phi,conj
3018,relief,"sự giảm nhẹ,sự làm cho khuây khỏa",n
3019,impressed,"được ghi,khắc",adj
3020,drama,"kịch,tuồng",n
3021,sweater,"người ra mồ hôi,kẻ bóc lột lao động",n
3022,brightly,"sáng chói,tươi",adv
3023,killing,"sự giết chóc,sự tàn sát",n
3024,activity,"sự tích cực,sự hoạt động,sự hăng hái",n
3025,inevitable,"không thể tránh được,chắc chắn xảy ra",adj
3026,horse,ngựa,n
3027,delighted,"vui mừng,hài lòng",adj
3028,real,"thực,thực tế",adj
3029,wedding,"lễ cưới,hôn lễ",n
3030,leaf,"lá cây,lá",n
3031,port,cảng,n
3032,pride,"sự kiêu hãnh,sự hãnh diện",n
3033,embarrass,"lúng túng,làm ngượng nghịu",v
3034,library,thư viện,n
3035,smile,"cười,mỉm cười",v
3036,smile,"nụ cười,vẻ tươi cười",n
3037,clock,đồng hồ,n
3038,inability,"sự bất lực,bất tài",n
3039,bomb,quả bom,n
3040,bomb,"đánh bom,thả bom",v
3041,stroke,"cú đánh,cú đòn",n
3042,stroke,"cái vuốt ve,sự vuốt ve",v
3043,located,định vị,adj
3044,analyse,phân tích,v
3045,rapidly,"nhanh,nhanh chóng",adv
3046,mostly,"hầu hết,chủ yếu là",adv
3047,inner,"ở trong,nội bộ",adj
3048,repeated,"được nhắc lại,được lặp lại",adj
3049,draw,"vẽ,kéo",v
3050,copy,"bản sao,bản chép lại",n
3051,copy,sự sao chép,v
3052,guess,"đoán,phỏng đoán",v
3053,guess,"sự đoán,sự ước chừng",n
3054,width,"tính chất rộng,bề rộng",n
3055,biscuit,bánh quy,n
3056,preference,"sự thích hơn,sự ưa hơn",n
3057,training,"sự dạy dỗ,sự huấn luyện",n
3058,increasingly,tăng thêm,adv
3059,theory,"lý thuyết,học thuyết",n
3060,disappear,"biến mất,biến đi",v
3061,actually,"hiện nay,hiện tại",adv
3062,overcome,"thắng,chiến thắng,khắc phục",v
3063,lung,phổi,n
3064,figure,"hình dáng,nhân vật",n
3065,figure,"hình dung,miêu tả",v
3066,operation,"sự hoạt động,quá trình hoạt động",n
3069,around,"xung quanh,vòng quanh","adv"
3070,twisted,"được xoắn,được cuộn",adj
3071,church,nhà thờ,n
3072,tooth,răng,n
3073,bright,"sáng,sáng chói",adj
3074,effect,"hiệu ứng,hiệu quả",n
3075,conversation,"cuộc đàm thoại,cuộc trò chuyện",n
3076,ruined,"bị hỏng,bị đổ nát",adj
3077,daughter,con gái,n
3078,unexpectedly,"bất ngờ,đột ngột",adv
3079,extraordinary,"đặc biệt,lạ thường",adj
3080,piece,"mảnh,mẩu",n
3081,east,"hướng đông,phía đông,đông",n
3082,engineer,kỹ sư,n
3083,governor,"thủ lĩnh,chủ",n
3084,unload,"cất gánh nặng,dỡ hàng",v
3085,fix,"đóng,gắn",v
3086,tendency,"xu hướng,chiều hướng",n
3087,celebrate,"kỷ niệm,làm lễ kỷ niệm",v
3088,threat,"sự đe dọa,lời đe dọa",n
3089,beef,thịt bò,n
3090,resource,tài nguyên,n
3091,occupied,"đang sử dụng,đầy",adj
3092,pick,"cuốc,đào,khoét",v
3093,pick,"cuốc chim",n
3094,demand,"sự đòi hỏi,sự yêu cầu",n
3095,demand,"đòi hỏi,yêu cầu",v
3096,envelope,phong bì,n
3097,lost,"thua,mất",adj
3098,attorney,người được ủy quyền,n
3099,rumour,"tin đồn,lời đồn",n
3100,stop,"dừng,ngừng,nghỉ",v
3101,stop,"sự dừng,sự ngừng",n
3102,dramatic,"như kịch,như đóng kịch",adj
3103,grocery,cửa hàng tạp phẩm,n
3104,unwillingly,miễn cưỡng,adv
3105,goal,"khung thành,bàn thắng,đích",n
3106,throw,"ném,vứt",v
3107,kind,"loại,giống",n
3108,kind,"tử tế,có lòng tốt",adj
3109,landscape,phong cảnh,n
3110,joy,"niềm vui,sự vui mừng",n
3111,block,"khối,tảng",n
3112,block,"làm ngăn cản,ngăn chặn",v
3113,reverse,"đảo,ngược lại",v
3114,reverse,"điều trái ngược,mặt trái",n
3115,baggage,hành lý,n
3116,display,"bày tỏ,phô trương",v
3117,display,"sự bày ra,phô bày",n
3118,short,"ngắn,cụt",adj
3119,equipment,"trang,thiết bị",n
3120,shave,"cạo,bào",v
3121,hear,nghe,v
3122,contribute,"đóng góp,góp phần",v
3123,onion,củ hành,n
3124,emergency,tình trạng khẩn cấp,n
3125,widely,"nhiều,xa",adv
3126,vast,"rộng lớn,mênh mông",adj
3127,infect,"nhiễm,tiêm nhiễm,đầu độc",v
3128,future,tương lai,n
3129,pilot,phi công,n
3130,command,"v) ra lệnh,chỉ huy",n
3131,income,"lợi tức,thu nhập",n
3132,just,"đúng,vừa đủ",adv
3133,seek,"tìm,tìm kiếm,theo đuổi",v
3134,fill,"làm đấy,lấp kín",v
3135,spoil,"cướp,cướp đọat",v
3136,terrible,"khủng khiếp,ghê sợ",adj
3137,remote,"xa,xa xôi",adj
3138,accurately,"đúng đắn,chính xác",adv
3139,offensive,"sự tấn công,cuộc tấn công",adj
3140,mathematics,"toán học,môn toán",n
3141,normal,"thường,bình thường",adj
3142,normal,tình trạng bình thường,n
3143,free,"miễn phí,tự do,giải phóng",adj
3144,method,"phương pháp,cách thức",n
3145,confused,"bối rối,lúng túng",adj
3146,shoe,giày,n
3147,soul,"tâm hồn,tâm trí",n
3148,within,"trong vong thời gian,trong khoảng thời gian",prep
3149,bent,"khiếu,sở thích",adj
3150,arrest,"bắt giữ,sự bắt giữ",v
3151,image,"ảnh,hình ảnh",n
3152,operate,"hoạt động,điều khiển",v
3153,wounded,bị thương,adj
3154,live,"sống,hoạt động",v
3155,purchase,"sự mua,sự tậu",n
3156,purchase,"mua,sắm",v
3157,diary,sổ nhật ký,n
3158,mayor,thị trưởng,n
3159,shower,"vòi hoa sen,sự tắm vòi hoa sen",n
3160,gather,tập hợp,v
3161,double,"đôi,hai",adj
3162,double,"cái gấp đôi,lượng gấp đôi",adv
3163,double,làm gấp đôi,n
3164,shelter,"sự nương tựa,sự che chở",n
3165,shelter,"che chở,bảo vệ",v
3166,concerning,"bâng khuâng,ái ngại",prep
3167,beard,râu,n
3168,really,"thực,thực ra",adv
3169,light,ánh sáng,n
3170,light,"nhẹ,nhẹ nhàng",adj
3171,light,"đốt,thắp sáng",v
3172,chairman,"chủ tịch,chủ tọa",n
3173,guy,"bù nhìn,anh chàng",n
3174,unfair,"gian lận,không công bằng",adj
3175,sand,cát,n
3176,closet,"buồng,phòng để đồ",n
3177,away,"xa,xa cách,rời xa",adv
3178,every,"mỗi,mọi",adj
3179,mount,"leo,trèo",v
3180,mount,núi,n
3181,fetch,"tìm về,đem về",v
3182,middle,"giữa,ở giữa",n
3183,forest,rừng,n
3184,substantial,"thực tế,đáng kể",adj
3185,summary,bản tóm tắt,n
3186,invitation,"lời mời,sự mời",n
3187,problem,"vấn đề,điều khó giải quyết",n
3188,salty,"chứ vị muối,có muối",adj
3189,requirement,"nhu cầu,sự đòi hỏi",n
3190,all,tất cả,n
3191,start,"bắt đầu,khởi động",v
3192,start,"sự bắt đầu,sự khởi đầu",n
3193,unable,"không thể,không có khẳ năng",adj
3194,voice,"tiếng,giọng nói",n
3195,volume,"thế tích,quyển",n
3196,member,"thành viên,hội viên",n
3197,lift,"giơ lên,nhấc lên",v
3198,lift,"sự nâng,sự nhấc lên",n
3199,remaining,còn lại,adj
3200,natural,"tự nhiên,thiên nhiên",adj
3201,lend,"cho vay,cho mượn",v
3202,contrast,sự tương phản,n
3203,contrast,"làm tương phản,trái ngược",v
3204,warmth,"trạng thái ấm,sự ấm áp",n
3205,immediate,"lập tức,tức thì",adj
3206,description,"sự mô tả,sự tả",n
3207,instruction,"sự dạy,tài liệu cung cấp",n
3208,similarly,"tương tự,giống nhau",adv
3209,can,có thể,v
3210,can,"nhà tù,nhà giam,bình",n
3211,dark,"tối,tối tăm",adj
3212,dark,"bóng tối,ám muội",n
3213,indication,"sự chỉ,sự biểu thị",n
3214,addition,"tính cộng,phép cộng",n
3215,retire,"rời bỏ,rút về",v
3216,stage,"tầng,bệ",n
3217,plate,"bản,tấm kim loại",n
3218,expose,"trưng bày,phơi bày",v
3219,leather,da thuộc,n
3220,dish,đĩa,n
3221,try,"thử,cố gắng",v
3222,fee,"tiền thù lao,học phí",n
3223,unkind,"không tốt,độc ác",adj
3224,federal,liên bang,adj
3225,curly,"quăn,xoắn",adj
3226,means,"của cải,tài sản",n
3227,take,"sự cầm nắm,sự lấy",v
3228,disgusted,"chán ghét,phẫn nộ",adj
3229,penny,"đồng xu,số tiền",n
3230,associate,"kết giao,liên kết,kết hợp",v
3231,master,"chủ,chủ nhân,thầy giáo",n
3232,school,"đàn cá,bầy cá",n
3233,phase,tuần trăng,n
3234,abandon,"bỏ,từ bỏ",v
3235,classic,"cổ điển,kinh điển",adj
3236,vocabulary,từ vựng,n
3237,pain,"sự đau đớn,sự đau khổ",n
3238,district,"huyện,quận",n
3239,victory,chiến thắng,n
3240,gentleman,"người quý phái,người thượng lưu",n
3241,noticeable,"đáng chú ý,đáng để ý",adj
3242,vegetable,"rau,thực vật",n
3243,various,"khác nhau,thuộc về nhiều loại",adj
3244,recover,"lấy lại,giành lại",v
3245,general,"chung,chung chung",adj
3246,retirement,"sự ẩn dật,nơi hẻo lánh,sự về hưu",n
3247,sailing,sự đi thuyền,n
3248,amusable,"có thể làm vui được,có thể giải trí được",adj
3249,although,"mặc dù,dẫu cho",conj
3250,single,"đơn,đơn độc",adj
3251,painter,họa sĩ,n
3252,holy,linh thiêng,adj
3253,castle,"thành trì,thành quách",n
3254,knock,"đánh,đập",v
3255,knock,cú đánh,n
3256,locally,"có tính chất địa phương,cục bộ",adv
3257,illegally,"trái luật,bất hợp pháp",adv
3258,discovery,"sự khám phá,sự tìm ra",n
3259,soon,"sớm,chẳng bao lâu nữa",adv
3260,lane,đường nhỏ,n
3261,interval,"khoảng,khoảng cách",n
3262,cancel,"hủy bỏ,xóa bỏ",v
3263,depth,"chiều sâu,độ dày",n
3264,tea,"cây chè,trà",n
3265,headache,chứng nhức đầu,n
3266,feed,"cho ăn,nuôi",v
3267,black,đen,adj
3268,black,màu đen,n
3269,backward,"về phía sau,lùi lại",adj
3270,send,"gửi,phái đi",v
3271,interesting,"làm thích thú,làm quan tâm",adj
3272,revise,"đọc lại,xem lại,sửa lại",v
3273,turn,"quay,xoay",v
3274,turn,"sự quay,vòng quay",n
3275,venture,"sự án kinh doanh,công việc kinh doanh",n
3276,venture,"liều,mạo hiểm",v
3277,duty,"sự tôn kính,kính trọng",n
3278,shoot,"vụt qua,chạy qua,ném",v
3279,sail,"đi tàu,thuyền",v
3280,sail,"buồm,cánh buồm",n
3281,according to,"theo,y theo",prep
3282,park,"công viên,vườn hoa",n
3283,park,khoanh vùng thành công viên,v
3284,barrier,đặt chướng ngại vật,n
3285,accent,"trọng âm,dấu trọng âm",n
3286,blow,nở hoa,v
3287,blow,sự nở hoa,n
3288,employee,"người lao động,người làm công",n
3289,world,thế giới,n
3290,thread,"chỉ,sợi chỉ",n
3291,alongside,"sát cạnh,kế bên",prep
3292,conclude,"kết luận,kết thúc",v
3293,blind,"đui,mù",adj
3294,scream,"gào thét,kêu lên",v
3295,scream,"tiếng thét,tiếng kêu to",n
3296,pet,cơn nóng giận,n
3297,exaggerated,"cường điệu,phòng đại",adj
3300,walking,"sự đi,sự đi bộ",n
3301,background,phía sau,n
3302,saving,"sự cứu,sự tiết kiệm",n
3303,hunting,sự đi săn,n
3304,prison,nhà tù,n
3305,favour,"thiện ý,sự quý mến",n
3306,swing,"sự đu đưa,lúc lắc",n
3307,swing,"đánh đu,đu đưa",v
3308,shoulder,vai,n
3309,kindly,"tử tế,tốt bụng",adv
3310,property,"tài sản,của cải",n
3311,angry,"giận,tức giận",adj
3312,serious,"đứng đắn,nghiêm trang",adj
3313,wise,"khôn ngoan,sáng suốt",adj
3314,adventure,"sự phiêu lưu,mạo hiểm",n
3315,per,cho mỗi,prep
3316,horn,sừng,n
3317,theme,"đề tài,chủ đề",n
3318,learn,"học,nghiên cứu",v
3319,prepare,"sửa soạn,chuẩn bị",v
3320,king,"vua,quốc vương",n
3321,downward,"xuống,đi xuống",adj
3322,explore,"thăm dò,thám hiểm",v
3323,precisely,"đúng,chính xác",adv
3324,accompany,"đi theo,đi cùng",v
3325,certain,pro chắc chắn,adj
3328,knife,con dao,n
3329,part,"phần,bộ phận",n
3330,despite,"dù,mặc dù",prep
3331,furthest,"xa hơn hết,xa nhất",adj
3332,spell,đánh vần,v
3333,spell,"sự thu hút,sự quyến rũ",n
3334,pace,"bước chân,bước",n
3335,schedule,"kế hoạch làm việc,bản liệt kê",n
3336,schedule,"lên thời khóa biểu,lên kế hoạch",v
3337,entrance,"sự đi vào,sự nhậm chức",n
3338,latter,"sau cùng,gần đây",adj
3339,cap,"mũ lưỡi trai,mũ vả",n
3340,technology,"kỹ thuật học,công nghệ học",n
3341,pity,"lòng thương hại,điều đáng tiếc",n
3342,youth,"tuổi trẻ,tuổi xuân,tuổi thanh niên",n
3343,swimming,sự bơi lội,n
3344,untidy,"không gọn gàng,không ngăn nắp",adj
3345,servant,"người hầu,đầy tớ",n
3346,pose,"đưa ra,đề ra",v
3347,pose,"sự đặt,đề ra",n
3348,commit,"giao,gửi,ủy nhiệm",v
3349,brave,"gan dạ,can đảm",adj
3350,harm,"thiệt hại,tổn hao",n
3351,harm,"làm hại,gây thiệt hại",v
3352,needle,"cái kim,mũi nhọn",n
3353,effectively,"có kết quả,có hiệu lực",adv
3354,desperate,"liều mạng,liều lĩnh",adj
3355,item,tin tức,n
3356,item,"khoả.,mó..",n
3357,entertainment,"sự giải trí,sự tiếp đãi",n
3358,dirty,"bẩn thỉu,dơ bẩn",adj
3359,delay,"sự chậm trễ,sự trì hoãn",n
3360,delay,làm chậm trễ,v
3361,wrapping,"vật bao bọc,vật quấn quanh",n
3362,prior,"trước,ưu tiên",adj
3363,toe,ngón chân,n
3364,climb,"leo,trèo",v
3365,whatever,"pro bất cứ thứ gì,bất kể thứ gì",n
3366,information,"tin tức,tài liệu",n
3367,sir,"xưng hô lịch sự Ngài,Ông",n
3368,resist,"chống lại,phản đổi",v
3369,removal,"viêc di chuyển,việc dọn nhà",n
3370,ancient,"xưa,cổ",adj
3371,jump,nhảy,v
3372,jump,"sự nhảy,bước nhảy",n
3373,spice,gia vị,n
3374,punish,"phạt,trừng phạt",v
3375,journalist,nhà báo,n
3376,empty,"trống,rỗng",adj
3377,empty,"đổ,dốc",v
3378,remove,"dời đi,di chuyển",v
3379,poor,nghèo,adj
3380,speed,"tốc độ,vận tốc",n
3381,nearly,"gần,sắp",adv
3382,spicy,có gia vị,adj
3383,unacceptable,không thể chấp nhận,adj
3384,fair,"hợp lý,công bằng",adj
3385,interpretation,sự giải thích,n
3386,store,"cửa hàng,kho hàng",n
3387,store,"tích trữ,cho vào kho",v
3388,salary,tiền lương,n
3389,tape,"băng,băng ghi âm",n
3390,realize,"thực hiện,thực hành",v
3391,enter,"đi vào,gia nhập",v
3392,breed,"nuôi dưỡng,chăm sóc",v
3393,breed,sinh đẻ,n
3394,financial,thuộc,adj
3395,bank,"bờ,đê",n
3396,leg,chân,n
3397,electrical,điện,adj
3398,save,"cứu,lưu",v
3399,stair,bậc thang,n
3400,alternative,sự lựa chọn,n
3401,alternative,lựa chọn,adj
3402,tire,"làm mệt mỏi,trở nên mệt nhọc",v
3403,tire,"lốp,vỏ xe",n
3404,habit,"thói quen,tập quán",n
3405,lord,"Chúa,vua",n
3406,sit,ngồi,v
3407,informal,"không chính thức,không nghi thức",adj
3408,safe,"an toàn,chắc chắn",adj
3409,justice,sự công bằng,n
3410,winning,"đang dành thắng lợi,thắng cuộc",adj
3411,sympathetic,"đồng cảm,đáng mến",adj
3412,revision,"sự xem lại,sự đọc lại,sự sửa lại",n
3413,approximately,"khoảng chừng,độ chừng",adv
3414,favourite,được ưa thích,adj
3415,favourite,người được ưa thích,n
3416,large,"rộng,lớn",adj
3417,ruin,"làm hỏng,làm đổ nát",v
3418,ruin,"sự hỏng,sự đổ nát",n
3419,heal,"chữa khỏi,làm lành",v
3420,team,"đội,nhóm",n
3421,petrol,xăng dầu,n
3422,comparison,sự so sánh,n
3423,tradition,truyền thống,n
3424,board,tấm ván,n
3425,board,"lát ván,lót ván",v
3426,investigation,"sự điều tra,nghiên cứu",n
3427,inevitably,chắc chắn,adv
3428,danger,"sự nguy hiểm,mối hiểm nghèo",n
3429,right,"thẳng,phải",adj
3430,right,"ngay,đúng",adv
3431,right,"điều thiện,điều phải",n
3432,mistake,"lỗi,sai lầm",n
3433,mistake,"phạm lỗi,phạm sai lầm",v
3434,countryside,"miền quê,miền nông thôn",n
3435,word,từ,n
3436,domestic,"vật nuôi trong nhà,nội trợ",adj
3437,transparent,trong suốt,adj
3438,reaction,sự phản ứng,n
3439,parallel,"song song,tương đương",adj
3440,responsibility,"trách nhiệm,sự chịu trách nhiệm",n
3441,gas,"khí,hơi đốt",n
3442,outline,"vẽ,phác tảo",v
3443,outline,"đường nét,hình dáng",n
3444,admiration,"sự khâm phục,người khâm phục",n
3445,cruel,"độc ác,dữ tợn",adj
3446,grass,cỏ,n
3447,striking,"nổi bật,gây ấn tượng",adj
3448,several,pro nhiều hơn ba,adj
3449,several,vài,n
3450,pink,màu hồng,adj
3451,pink,"hoa cẩm chướng,tình trạng tốt",n
3452,tank,"thùng,két",n
3453,print,"in,xuất bản",v
3454,print,sự in ra,n
3455,wish,"ước,mong muốn",v
3456,wish,"sự mong ước,lòng mong muốn",n
3457,probable,"có thể,có khả năng",adj
3458,extend,"giơ,duỗi ra",v
3459,extend,"kéo dài,dành cho",n
3460,luck,"may mắn,vận may",n
3461,reflect,"phản chiếu,phản hồi",v
3462,ankle,mắt cá chân,n
3463,idea,"ý tưởng,quan niệm",n
3464,good,"tốt,hay",adj
3465,good,"điều tốt,điều thiện",n
3466,university,trường đại học,n
3467,pronunciation,sự phát âm,n
3468,attempted,"cố gắng,thử",adj
